Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
1032833,7.859804971,0.239030634,4.435735947,227.6986213,9.43e-87,3.243352533,Colorless,0.005176652,0.694769801,0.655943062,1.298564634,140.8965626,295.8359751,2.914097542,6.62e-06,225.0065435,Aquifer,19.61395011,77.24515215,September,6.0,20.0,0
573212,6.853312332,7.67e-06,,180.2456053,1.03e-14,3.437174144,Near Colorless,0.133512119,1.040375339,0.137014212,1.50136782,86.66067614,222.4241314,2.013669584,0.001598741,66.90432026,Reservoir,20.5895847,63.5314031,February,26.0,15.0,0
452785,7.969939297,0.037227009,3.890278507,174.9592156,9.29e-39,1.347993841,Colorless,0.383509609,0.753824371,0.501550594,2.812335864,162.1212379,309.6150819,2.635575176,,24.16574285,Ground,30.64361785,86.76576071,February,22.0,4.0,0
896490,8.921338563,0.858243198,3.393049203,132.502683,3.93e-28,0.721287542,Faint Yellow,0.887431955,4.897322438,0.366282431,1.145691057,,213.4497443,2.975041645,9.09e-14,369.7210391,Stream,29.70926923,39.18133231,July,31.0,16.0,0
798586,7.78642292,0.042427002,6.671531115,155.0635474,1.8900000000000002e-32,0.578904304,Light Yellow,0.296545716,1.882528212,0.481058094,0.655190828,103.7578583,350.7681589,2.823047242,0.004667004,212.7699402,,67.20083144,60.15595493,October,5.0,0.0,0
482427,7.465518116,1.15e-08,3.774954283,176.0127686,3.14e-22,0.701038103,Near Colorless,0.279014513,1.560446358,0.331108755,0.729082017,151.6159121,394.6599564,3.136848653,0.013835742,483.8212693,Ground,74.40791845,108.7691599,December,16.0,,0
779197,6.908154146,0.000367952,8.920200116,190.2877703,2.02e-123,2.238522146,Colorless,0.079738149,0.168744684,0.482746553,1.084779827,158.0406211,504.8202475,3.562364638,1.38e-10,224.5195705,Well,15.92467313,79.7032188,August,16.0,3.0,0
231635,8.057214995,0.01437702,4.903957113,117.821905,1.6199999999999999e-46,0.712332208,Faint Yellow,0.598768628,1.752625021,0.004044678,1.328585591,172.790361,398.9103146,2.787729452,0.000771707,473.8818973,Aquifer,39.33526277,61.5374292,December,30.0,19.0,0
631565,8.344895813,0.143626917,5.906287076,163.8969497,2.28e-150,0.432771262,Colorless,0.414719353,0.544092545,0.112331649,2.799374927,68.81812906,343.7660813,2.892662003,1.58e-07,103.9376972,Stream,44.10668116,32.27414721,December,17.0,3.0,0
78122,7.16101962,0.003295396,3.365189743,89.345772,0.0,0.655745955,Faint Yellow,0.060372701,0.879330667,0.256434541,0.401273571,85.00389802,432.9799464,2.540598799,0.000379106,330.9288898,Well,60.95538865,73.35610984,October,4.0,10.0,0
867955,7.964701775,0.001499499,3.48276335,210.9938071,5.33e-120,0.05282524,Near Colorless,0.010884506,0.366215905,0.930417026,0.306669275,82.94067271,341.7439295,3.184835052,2.92e-07,132.3862827,Ground,11.64180348,74.42119388,April,8.0,7.0,0
1007363,7.801175268,5.49e-05,7.102097719,110.331711,4.41e-207,0.866096044,Colorless,0.233513842,0.670445456,0.767782936,3.07241054,132.8259484,324.1119281,2.168968994,5.88e-08,276.1539326,Stream,10.73726426,52.45855202,August,26.0,15.0,0
965910,8.913414709,2.28e-05,4.050367307,226.8415686,4.90984233e-316,1.702767599,Near Colorless,3.297091918,0.201703546,0.400359977,3.551839328,96.94024835,278.5204523,2.179368655,0.526576121,57.19229659,Reservoir,29.36933888,40.29660026,February,22.0,23.0,0
893040,6.813894051,0.055718117,6.250726862,174.6873489,8.55e-13,0.0244276,Colorless,0.265830194,0.340719059,0.008521481,2.513347707,73.8115794,282.3183172,2.443689223,0.003153736,270.0435539,Aquifer,35.50136805,63.67332797,August,18.0,2.0,0
986412,8.19651265,0.007031024,11.5656572,223.6296556,2.68e-49,1.756095261,Yellow,0.00041558,1.238755932,1.017276536,0.323597307,159.7766419,535.5073225,3.517961687,0.100668873,141.5448524,Lake,37.41181189,60.53224411,July,27.0,,0
97475,7.602087022,0.002606508,9.61226767,223.4362312,7.35e-233,1.045840853,Near Colorless,0.618324843,0.52700365,0.145263616,0.424366822,173.5873695,612.1136584,3.321154456,0.005838122,252.6588165,Spring,17.07527251,77.77373814,September,30.0,20.0,0
1044729,7.24665499,0.142694381,5.846037816,221.5175758,4.77e-114,2.632238975,Colorless,0.025582303,0.98102111,0.608221355,2.982593861,,261.3802332,3.308343677,1.06e-11,428.301506,Lake,13.83143116,60.28997777,April,22.0,17.0,0
597087,7.327565136,0.021119824,7.402423862,93.63612822,1.87e-24,1.023478537,Colorless,0.2407102,1.414798594,0.932840054,0.204443583,190.4508833,887.3504352,2.735886945,0.041562327,430.8352559,Lake,7.241635637,68.23593151,May,17.0,23.0,0
230592,7.628622859,0.055509862,4.41992815,99.45784412,7.46e-214,1.0116003,Colorless,0.555953489,1.623297847,0.408219879,0.461789255,139.0872767,459.2549495,2.496157436,0.007540842,212.8915714,Stream,12.09930881,55.28404625,April,6.0,17.0,0
873704,7.86204346,0.278263839,12.16758775,421.6767663,6.05e-14,0.612949049,Light Yellow,1.33789582,1.028611649,0.106996323,1.386011527,281.502617,991.6105108,2.581504524,0.003811803,91.77966703,Stream,6.229068084,48.05821444,March,9.0,13.0,0
249909,7.685833661,1.7e-08,3.975068402,125.4169264,7.26e-138,1.130417479,Colorless,0.427175035,,0.130047017,1.46902916,182.0393147,415.8427141,3.312404515,1.598230288,75.58188379,Well,11.3611056,43.23332551,June,28.0,10.0,0
41177,7.400072841,2.59e-07,8.890534226,188.7305808,2.1200000000000001e-32,2.026306007,Colorless,0.200474025,1.385761562,0.841888004,0.049763113,250.4085593,400.4133627,3.381661202,2.94e-05,315.5476094,Aquifer,4.949714278,49.71245449,October,31.0,17.0,0
175397,7.147101807,0.004903205,7.440549944,125.9411437,9.08e-51,0.719040962,Near Colorless,0.245354758,0.104681853,0.938542188,2.387109471,91.81992802,519.6438184,2.340105845,1.38e-06,337.9067284,Lake,9.691151958,107.6047861,February,2.0,1.0,0
1020831,7.125487097,5.56e-08,3.318135693,120.7902267,4.73e-44,1.022749357,Colorless,0.247554134,0.70543838,0.256129296,0.048352325,75.33341382,439.4445667,2.621844179,9.3e-14,381.2248975,Ground,17.5941771,43.76499318,August,7.0,6.0,0
221573,7.973940218,0.304420374,3.664040634,110.8679875,1.0900000000000001e-86,1.199555331,Near Colorless,0.200431793,0.072517907,0.25860999,0.920578571,94.53348946,353.3013789,2.079934605,0.016115275,117.8609833,Well,18.25509547,30.59487252,February,7.0,20.0,0
63358,7.156627212,2.68e-10,1.341195165,155.7949626,6.06e-98,2.990353993,Colorless,0.547090393,0.391478087,0.155649087,3.016860589,158.4306081,492.5696581,2.593390695,0.000621029,170.3902857,Stream,4.189624097,39.32662267,March,13.0,13.0,0
611821,8.125410059,0.000162075,7.905756862,158.4125554,3.3899999999999996e-24,1.04173647,Near Colorless,0.001619123,0.721374825,0.105011808,1.664447831,246.8211913,958.8407975,2.647571912,5.77e-05,188.0428428,Ground,11.73625969,95.29803974,September,6.0,4.0,0
909031,7.618638991,0.028815427,2.834829561,193.5512461,2.8300000000000003e-109,4.862700937,Colorless,0.415038162,1.265879005,0.687059925,2.191778818,96.09997023,486.1242055,3.93772604,1.08e-10,321.7505029,Well,5.985818053,48.96263403,August,23.0,8.0,0
251243,8.418258987,0.097454003,6.030338351,167.6412452,4.1600000000000004e-70,1.697808961,Near Colorless,0.065954268,0.587008725,0.099698792,1.18540061,142.8160876,294.6000399,3.001161267,1.16e-06,64.07952965,Spring,26.54118935,83.77272497,January,4.0,21.0,0
260021,8.318955716,3.73e-05,3.342017579,162.5392567,9.66e-84,4.322502532,Faint Yellow,0.215525858,0.045551528,0.297024028,1.065072208,193.0091044,399.5077908,,0.00013564,162.095824,Reservoir,29.21543497,29.53863283,September,16.0,10.0,0
121338,6.284011701,1.128018348,14.9917185,173.3172207,8.35e-112,1.357674616,Yellow,0.234108723,0.631208184,0.055271055,1.827811536,185.3838032,399.8900021,2.668704238,0.036431558,411.1440449,Stream,27.57664196,62.76971268,April,27.0,6.0,0
824756,7.228846856,0.004843765,5.402818648,206.1405017,0.000829964,0.861400125,Colorless,1.010664503,1.013665929,0.062490828,2.630319052,73.01047723,1150.360569,2.860997022,0.000167775,360.8314937,Well,6.481566428,21.05978491,May,11.0,0.0,0
783228,6.62038755,1.58e-06,1.684926833,206.5468396,1.0800000000000001e-27,0.719633335,Colorless,0.882941525,0.028942522,0.428422311,1.913560248,104.205276,237.9128033,4.063016691,4.19e-17,447.8316796,Spring,14.64879721,81.38887638,May,19.0,8.0,0
537352,7.570214187,2.577286906,10.31424669,152.6083247,1.4199999999999998e-134,0.258793641,Faint Yellow,0.454779558,0.303143226,1.136056427,3.306719687,299.4606519,573.6600616,4.285548719,0.000310941,532.7567387,Reservoir,15.31960479,61.45492616,,24.0,10.0,0
22398,7.984523079,0.005511967,4.387756067,158.5154216,1.5200000000000001e-58,1.766383258,Light Yellow,0.176902933,0.828329931,0.004033238,1.71801792,147.2136633,254.3196758,3.236571616,0.000531417,309.0803006,Ground,13.49257841,66.63055298,January,12.0,17.0,0
366591,8.218494716,1.37e-09,10.1587903,195.93259,2.42e-33,0.043446307,Yellow,0.09498246,3.066760043,1.099612498,2.242122723,107.5174207,694.4991905,2.499048392,0.518725512,277.0673257,Ground,10.19951008,66.80358542,December,7.0,16.0,1
673742,6.031937018,0.230178208,11.99932667,364.8677257,3.1100000000000004e-26,2.740404852,Yellow,1.726531368,1.978551878,2.050760328,3.414881806,261.4502988,334.4047827,3.665261591,0.018999989,430.8061456,River,17.58435829,81.98765234,July,27.0,22.0,1
376121,7.150330671,2.79e-06,5.895855813,181.725335,1.41e-25,0.553274386,Yellow,2.826892982,2.209645446,0.045701468,1.556542491,106.7574791,706.2339837,3.356450983,2.35e-05,97.92554942,Well,33.23727,55.50739233,July,4.0,18.0,1
756549,7.468788319,0.000162918,8.810287709,166.0722854,1.91e-22,3.362781297,Faint Yellow,0.000144707,0.482528841,1.498879378,1.10226135,170.6565717,267.4134078,3.468151689,0.000502915,69.09911687,Aquifer,16.46310762,42.29273279,April,3.0,2.0,1
274946,6.906829342,5.99e-08,,168.3913835,8.06e-84,4.222840425,Colorless,0.061557627,0.230057441,0.044082961,3.904674979,214.8837187,219.672229,4.688237048,0.012532571,54.80122406,Lake,8.3549403,44.67236077,September,30.0,12.0,1
392600,6.481119331,1.1e-06,2.289011741,223.5364594,1.13e-56,0.669169207,Yellow,0.000324379,1.392183135,0.008939593,3.44642195,98.28476642,467.3247302,2.24802699,0.118777892,382.5967769,Ground,21.01594171,56.96522648,May,30.0,0.0,1
790421,7.165717928,0.902150659,5.107079523,194.6177735,2.25e-77,2.597544781,Colorless,0.661617575,1.284376528,0.220490668,0.958886852,196.9364438,304.3539956,2.994536707,0.294645182,115.2432721,Reservoir,30.59433183,44.78612904,March,31.0,1.0,1
283905,9.834908108,0.000131436,10.014488,134.3827408,4.31e-12,0.666279402,Near Colorless,0.446436813,5.957521792,1.287322786,1.613997895,261.9102062,421.5966916,5.735510031,0.021211942,432.0032226,Spring,5.642201541,20.9481346,April,30.0,14.0,1
749102,5.658610984,0.248379495,5.728826148,182.981235,3.1300000000000003e-211,0.090600662,Colorless,0.836042338,1.305918862,0.098033783,2.057323332,226.1279107,457.5800934,2.14793629,0.006184942,491.7300621,Ground,15.59879001,64.44854418,March,19.0,23.0,1
687411,6.224990704,0.003814322,13.80477829,188.4888419,2.4600000000000003e-21,0.002539879,Colorless,0.004426692,0.943382143,0.192869209,0.891083345,80.17244856,273.7120541,3.227133585,4.83e-12,122.4742664,Reservoir,21.09905081,59.97351422,August,29.0,8.0,1
326990,7.002056163,0.000129609,8.836219882,455.1157434,3.39e-66,0.350191644,Yellow,0.10689359,1.777367871,0.572089699,2.247297082,213.9376317,283.8875491,5.742503495,0.002206596,304.8337456,Aquifer,7.940999496,27.86818047,December,17.0,5.0,1
667731,8.538375419,6.02e-06,3.663993616,154.862016,5.17e-13,0.22096274,Colorless,0.456254457,1.010627303,0.39092456,1.424521769,186.178772,229.1884273,5.816479964,1.813276491,396.0714368,Spring,38.39417475,70.99580198,December,3.0,16.0,1
353296,9.146580467,0.000157061,7.589550356,117.3655035,1.118945e-318,0.675475003,Faint Yellow,0.009991497,0.687033472,0.916830033,1.092457239,129.5737522,526.1270487,4.246652438,0.000925692,320.7435589,Spring,13.47068432,82.60555765,August,8.0,11.0,1
761782,8.139133676,2.507973024,8.183166019,143.1101493,1.21e-118,0.196194185,Faint Yellow,0.800511947,0.089117307,0.654627145,1.501327684,203.9947265,551.4848869,3.688347486,0.268174427,437.6981102,River,17.7169153,57.42854341,January,7.0,19.0,1
716739,6.811097613,0.138301052,9.307984164,326.94269,1.4600000000000002e-26,0.025834851,Colorless,1.341309386,0.655066963,0.406808859,2.732781072,71.11700439,532.4752733,3.57020202,0.000785048,193.6076431,Lake,41.07472947,38.47413495,June,30.0,8.0,1
667358,7.244868592,1.11e-07,5.335182526,193.0145511,0.0,0.697670978,Near Colorless,0.528367331,2.744858473,3.902547636,0.508995128,497.2037784,253.5905582,2.772623038,1.642699961,516.9135148,River,16.15315847,60.80364799,December,24.0,23.0,1
750731,6.117152507,0.172556819,3.723394072,154.8081887,3.1699999999999997e-46,0.947556336,Yellow,0.109390767,1.492512234,0.159595647,1.304631656,166.7727026,166.5566868,6.4846274,0.65028139,117.9757848,River,9.454740375,43.73892163,July,22.0,2.0,1
295450,9.325819353,0.001989735,5.041155129,96.12957624,8.37e-195,1.300896645,Faint Yellow,0.156003696,0.868671484,0.286159134,0.933131603,65.66921671,978.4075071,3.731233711,0.023142831,134.1981073,Ground,11.29516703,86.76921319,October,28.0,2.0,1
395854,9.883377888,0.631762201,8.700191833,143.3746166,4.32e-60,1.246764269,Near Colorless,0.598011185,1.315821644,0.064259554,1.391868385,61.85122258,377.8449177,3.26195059,0.000482567,569.8526212,Lake,12.16342692,67.47000094,June,19.0,13.0,1
309011,4.524625912,0.006278621,2.406689504,259.2639704,1.16e-19,3.913083465,Light Yellow,0.024973818,0.148796277,0.424048799,2.577651131,113.1057149,706.1482467,3.442584992,1.7e-09,153.6867038,Well,13.04442162,96.40640293,,29.0,10.0,1
730346,9.3567765,0.001807516,9.481109353,484.6609,1.4699999999999998e-119,2.273175787,Faint Yellow,0.088380033,,0.781287607,1.1165903,473.4336505,273.0546186,3.922207773,0.000406776,22.01609554,Lake,34.90606682,43.30788736,March,20.0,10.0,1
328182,7.565905015,0.17147408,4.341058315,190.0120398,6.61e-98,2.257331765,Light Yellow,0.10253234,0.686091543,1.236480107,0.696133381,187.6323701,848.6040658,3.192985689,0.089522803,459.2535901,Stream,8.037692777,32.26289412,November,28.0,13.0,1
322627,8.950221418,0.026926394,5.015262282,157.601206,1.98e-57,1.487201399,Yellow,0.796655226,0.17348412,0.162817135,,226.0306772,697.9931139,2.084409797,5.525205302,188.485151,Spring,29.41007987,76.41710832,November,29.0,1.0,1
680666,8.548877364,0.218970272,8.09345992,216.7578713,1.05e-153,0.607063076,Light Yellow,0.042315232,1.940183866,,0.994265918,189.9823406,563.8776059,3.528686709,0.000425697,251.3302511,Ground,,66.87267412,,11.0,11.0,1
688729,7.765986334,0.502094152,16.58045522,240.9471179,4.63e-05,2.022794398,Light Yellow,2.817650858,0.452077641,0.546869545,1.65185845,151.849693,437.6983311,4.728733924,0.001699512,409.8043259,River,21.2412168,84.518268,August,22.0,16.0,1
777413,6.012261249,6.47e-06,10.41375521,100.6622617,0.0,0.43750621,Faint Yellow,5.72e-06,0.709158626,0.553527503,2.641343327,111.0662549,397.3600285,3.167815407,0.002681564,176.2972582,Ground,8.544328329,48.84928932,January,2.0,7.0,1
678939,6.003717179,9.96e-08,5.718024696,221.2852437,6.300000000000001e-56,5.60890052,Yellow,0.000101556,1.016818835,0.534455961,1.64441475,142.9427535,315.0360795,6.438642844,0.16551869,335.8134521,Well,13.00210674,59.01142205,July,6.0,20.0,1
336777,7.722604757,8.77e-11,7.618479047,134.360271,5.16e-90,0.773969809,Colorless,0.557992797,,0.939674077,3.477751829,190.139376,368.906339,5.121226235,0.000571648,460.6922065,Stream,10.37020262,58.22268502,November,13.0,22.0,1
281279,8.844364665,0.633026584,11.72970138,347.4650359,2.88e-97,3.346501698,Near Colorless,3.005622969,0.495697401,0.645584544,3.91550773,88.3610263,509.3691986,1.917398947,2.11e-15,290.3808713,Ground,14.04504695,39.44177381,April,29.0,20.0,1
666981,8.511589326,0.938614956,3.692185482,340.3459808,5.16e-40,0.647620991,Faint Yellow,0.002978945,0.448104544,,2.60556811,323.1219279,414.5654797,2.370371421,2.78e-08,271.4210475,River,5.764805664,88.5546579,June,10.0,13.0,1
276436,6.278858512,1.5e-05,2.442322378,104.3066074,2.67e-15,0.550957819,Yellow,1.003011485,0.930776909,2.479904672,3.758813887,172.5774516,1083.392712,3.3009863,0.165607307,413.6760195,Aquifer,20.19331444,93.02436995,January,7.0,19.0,1
684179,7.46896654,0.20274847,4.463152117,85.28401657,9.99e-48,0.477059838,Light Yellow,3.936495547,1.014346081,0.683497064,1.933044645,201.2632591,396.7610707,2.551529123,0.005357184,364.4225392,Well,42.9007864,72.35380802,June,20.0,19.0,1
703727,4.735269108,1.336910415,2.227229204,170.9668926,2.7700000000000003e-37,4.496928698,Light Yellow,0.193720828,4.023419704,0.782763571,2.419010842,251.6835408,653.6085281,3.038231225,0.005901274,247.077122,Ground,11.26660714,84.7879862,November,1.0,4.0,1
281889,5.136551918,1.211533619,9.42559267,185.3028541,1.5900000000000002e-64,2.652155357,Light Yellow,2.929652648,3.200327301,0.022381062,2.32892126,83.31755316,493.8358747,2.612102555,0.000361123,523.4537006,Reservoir,15.38645669,69.40291474,June,4.0,15.0,1
317756,8.295066186,4.52e-21,7.739049597,206.6518147,4.0599999999999993e-225,0.778276857,Near Colorless,0.048322414,0.283194071,0.230930351,1.354579271,133.127034,238.4362303,3.11776884,,529.3222853,Spring,12.27806759,66.88236595,March,30.0,21.0,1
395496,7.782897728,0.023178216,13.7916266,190.619777,3.84e-25,3.235416287,Near Colorless,2.747927932,2.421267139,2.067886662,0.55680585,80.35672924,578.0358014,2.919080468,9.86e-09,472.0267166,Lake,16.7122301,64.63342937,February,6.0,9.0,1
304480,6.88544076,0.691235084,7.912167329,543.7683606,1.3099999999999999e-52,6.526279041,Faint Yellow,0.000412805,0.372391878,0.445663843,3.982448227,79.98750949,143.0355243,3.651597948,0.000195738,197.7617251,Well,38.28091201,83.2112775,April,11.0,21.0,1
321089,6.542992713,0.041136614,22.08668195,169.2935219,2.41e-26,0.021287743,Yellow,1.928999347,4.316611864,0.523303512,2.526248612,194.4170173,277.5149354,3.366037889,0.144662746,150.0902704,Stream,,64.99983568,July,12.0,13.0,1
675144,7.1909225,0.360455644,8.428237184,302.2484726,3.15e-143,0.351736754,Faint Yellow,2.249183506,1.226344338,1.421935504,1.343218655,199.9788597,311.1444011,3.10783013,0.504134324,197.8979126,Lake,12.36479439,55.93520423,August,22.0,18.0,1
301989,6.299827566,0.074095708,16.32196953,263.5932647,5e-15,0.645987854,Faint Yellow,0.580718025,1.768571277,0.16174097,0.587492229,89.65003083,196.4026305,3.447583975,7.85e-05,558.2677593,Well,22.29883758,74.29536406,November,12.0,8.0,1
794763,8.409174787,0.812745297,18.75146765,204.2845531,8.01e-35,0.471165364,Light Yellow,0.011252465,1.34854713,0.439725314,0.259202724,91.32790394,335.4848162,3.803890661,0.10197809,516.5749532,River,25.15346869,91.45260253,October,13.0,2.0,1
689313,7.184915059,0.902298225,4.048909555,200.6454979,3.15e-141,3.100654242,Near Colorless,1.599847147,0.420406337,0.616991033,1.313325681,111.7576358,227.5177969,3.69911537,0.556150236,356.6630936,Lake,16.34648986,25.26848005,February,14.0,7.0,1
301610,7.616616276,0.002546044,8.627547071,123.9153259,7.18e-10,2.743927735,Faint Yellow,0.877389938,0.692298032,1.832398257,0.238404552,108.3211423,352.3693,3.240253947,0.064275526,129.592621,Spring,39.76782952,37.33644954,August,20.0,20.0,1
270142,6.796928296,1.538227393,5.608554756,211.2232933,2.6299999999999997e-45,1.056171106,Yellow,0.01374452,5.508438801,0.030054862,3.918614999,174.4759087,248.4078272,4.854180758,0.003301306,478.0625639,Lake,7.211765478,47.90920694,June,18.0,3.0,1
344769,7.399460585,0.000125732,5.886740964,113.949204,9.56e-132,1.439232801,Near Colorless,0.008550532,0.010764935,,0.733633434,91.06854147,484.5666889,4.253685809,0.240441458,352.9981591,Stream,18.97219979,68.99740068,January,17.0,15.0,1
274693,7.527012976,1.05e-07,8.936371674,101.8163673,1.2800000000000001e-64,1.89103677,Yellow,0.090473212,0.131358702,0.120199641,2.638289309,64.83623792,,3.380656653,0.022087083,336.5563837,Well,4.917345182,91.85360109,September,25.0,17.0,1
679128,6.405102566,7.69e-08,1.306273545,270.4930221,1.0900000000000001e-100,1.197016869,Yellow,0.966467987,0.041498106,0.785125122,3.109976876,141.1747165,537.8996069,3.139846793,0.195606669,144.6819429,Aquifer,9.794104852,58.74011588,September,13.0,16.0,1
684975,7.561045023,0.000370029,10.35692906,172.4865257,3.3e-15,2.078315921,Near Colorless,1.28156797,0.100892276,0.820606107,3.062264309,315.8805489,295.2070514,2.98590569,0.569559808,371.9809369,Spring,24.92309577,61.86701298,June,24.0,7.0,1
331286,7.070195055,3.615343255,7.890364303,192.7312293,2.1799999999999998e-67,2.363082522,Faint Yellow,0.430608948,2.981058394,0.055411939,3.678455198,114.1626609,486.631462,2.937342318,0.015849527,10.35113188,Well,10.45156425,77.25109546,April,22.0,0.0,1
302251,6.515077551,0.30842879,11.60290072,138.9151015,0.018891045,0.048260723,Light Yellow,0.149902035,2.040826508,2.716456116,2.463091284,245.089988,564.9139637,4.352285918,0.049644098,505.3853189,Reservoir,59.01184397,60.67807359,November,7.0,15.0,1
369254,7.669725371,0.201848031,15.42820032,390.8147456,3.93e-35,4.84082512,Faint Yellow,1.321538692,,1.401724659,3.504726569,63.06367815,338.6660255,4.968010182,0.017458267,519.8718739,Stream,5.144473189,36.04075478,June,5.0,0.0,1
696064,5.66404735,4.1e-13,8.239517021,192.8567279,7.93e-139,0.265934736,Near Colorless,0.24116996,1.242570691,2.334513626,3.967108727,108.6229698,229.1077454,3.016899647,0.266952524,32.74081568,Aquifer,15.37357563,85.21283957,July,31.0,4.0,1
323240,7.657605163,0.117491343,10.89786527,161.7916016,2.81e-151,1.117883775,Light Yellow,2.255534569,1.098555919,0.178959877,3.188112232,138.3931434,337.4168258,3.789988274,2.51312305,277.7823927,Reservoir,14.90340015,52.63174974,January,27.0,,1
778610,7.738597106,0.366544706,5.631004929,471.2024772,4.34e-101,3.177863269,Colorless,0.180625979,0.414801121,0.884150113,2.967714955,234.2781292,415.8509818,4.555529977,5.04e-05,565.9806846,Reservoir,12.05509324,84.7161326,March,30.0,15.0,1
374451,8.149513729,1.88e-14,3.576801902,151.3242502,2.49e-53,1.64764474,Near Colorless,0.097462317,0.00381335,0.009037033,1.854916321,81.37683476,424.1035523,4.300660562,0.437175642,289.1693431,Stream,21.41245348,59.99387533,July,13.0,7.0,1
279278,7.11153706,0.004248859,4.867048166,155.0407094,8.37e-15,2.222168584,Colorless,0.00370982,1.385321675,0.252707562,0.493559655,268.9945765,318.2227506,2.55678647,0.000183744,421.3197124,Lake,5.349067043,53.47797704,June,20.0,11.0,1
279107,6.336114644,0.001810331,16.07153996,248.4252506,0.0,0.307650246,Colorless,1.434182253,0.76318463,0.124007977,0.193599341,95.37193696,319.7830878,4.477564179,0.287354949,35.49285754,Lake,2.700265867,38.43385146,May,3.0,15.0,1
361770,8.409764385,0.069717061,3.821417101,207.8951371,2.59e-11,0.140913094,Faint Yellow,0.027725391,1.088178578,0.033767042,0.382275886,81.85510638,1045.595199,4.110541555,0.000826776,469.594943,Lake,12.38377753,34.28831979,March,29.0,4.0,1
310301,8.512600002,2.419988701,19.66157133,140.1203262,7.49e-191,2.872437413,Yellow,0.502389142,0.790950397,1.071661518,2.292499126,176.8566208,284.1762227,,0.000134848,549.5431222,Reservoir,11.15077519,65.32067416,March,18.0,23.0,1
790979,8.986510064,0.071782416,4.857106484,130.317445,6.820000000000001e-37,1.159820197,Yellow,0.700888945,2.369485371,0.193600741,,204.9291408,492.5197367,2.742576256,0.000515054,524.8308268,Well,31.74718016,58.37931186,December,8.0,8.0,1
768609,8.507400689,0.010082225,5.379546396,198.4807757,2.74e-08,1.981747549,Near Colorless,0.006530124,1.133916355,1.918907624,1.548308906,141.5672067,321.8572039,2.94523203,0.12285324,478.1406875,Aquifer,6.820062646,63.9384622,February,13.0,11.0,1
343063,10.76423068,0.001140227,6.140586991,216.8110608,7.8e-40,2.037372865,Faint Yellow,0.363026147,0.125340335,2.733934871,1.096790947,146.0394779,484.6540874,2.937989392,2.83e-05,158.4446302,Spring,14.64152575,18.45617435,June,13.0,5.0,1
696767,8.154501306,0.019504813,17.43923057,331.5760363,1.5299999999999998e-60,3.290651541,Colorless,0.334544095,0.422187061,0.245433503,0.197913115,93.45239165,697.0807113,3.108334736,5.39e-06,28.69141893,Reservoir,,75.15069362,January,13.0,13.0,1
294643,7.982308278,0.115765238,12.04783661,177.38587,9.59e-118,4.510185324,Near Colorless,0.157340719,,0.263560521,2.882543418,144.4213411,156.913295,4.000757585,0.022149928,241.7662143,Lake,9.430756677,66.54993184,October,10.0,18.0,1
317074,9.040849876,0.000235764,4.591756302,182.8008898,1.5999999999999999e-114,5.704079389,Light Yellow,0.551019755,0.481386873,0.67651463,2.125302774,54.13193085,423.6242064,3.535598988,8.56e-06,215.211431,Lake,18.09506336,62.98733037,January,21.0,20.0,1
392124,9.06838489,0.791136488,6.154522679,66.91593299,3.66e-202,0.274982475,Yellow,0.021061014,1.114177817,0.120019283,0.172155703,111.9460153,765.5927404,3.374108691,1.169113343,73.91369185,Stream,25.99376832,37.97104409,May,12.0,14.0,1
396070,5.15034502,0.000954201,6.935697537,229.0741084,7.32e-125,1.533506199,Near Colorless,0.613764481,1.090929999,0.884247704,0.873513329,239.2359544,540.1551763,2.504571543,1.31e-08,124.8019604,Spring,19.00191123,68.48779208,June,14.0,20.0,1
303190,7.11914517,1.057262802,10.64106596,189.3091669,6.580000000000001e-66,1.358595533,Colorless,0.662887464,0.262940114,0.054481446,2.000528715,87.41362202,320.8623371,2.907749446,0.029236306,195.048189,Stream,67.3069256,78.14213319,January,4.0,23.0,1
380877,7.539001777,0.046101087,5.718291894,202.4192213,4.75e-33,0.891395393,Colorless,0.841594527,1.136159151,0.030248984,2.3157146,,424.2955145,3.515466783,1.859853451,502.0347634,Reservoir,17.34949515,62.7858012,October,9.0,8.0,1
730312,6.919592076,1.66565032,19.71897761,184.3419664,0.000268439,0.904532278,Near Colorless,0.813950284,1.111075369,0.260307704,0.829624391,178.8351594,835.3373553,2.546394083,0.000901628,30.38977283,Reservoir,19.96693258,44.83225445,September,26.0,11.0,1
771086,5.099811302,9.69e-05,8.344582071,194.8519861,1.34e-19,1.570365029,Light Yellow,2.771397908,1.304044598,0.483515009,0.966409304,223.0760795,344.0166367,2.430237942,0.000512854,480.8711081,Well,12.62352297,62.65903429,February,14.0,16.0,1
793711,5.043986015,6.3e-08,10.63369498,199.3321781,9.469999999999999e-23,5.09425069,Faint Yellow,1.782393743,0.956913895,0.584626136,4.025830389,157.2763053,732.5161184,3.414216863,2.51e-11,199.312043,River,15.51320806,60.73792386,July,10.0,22.0,1
